"","Test.kidney.2","Control.kidney.1","Control.lung.1","Test.lung.1","Test.lung.2","Control.lung.2","Control.liver.1","Test.liver.2","Test.liver.1","Control.liver.2"
"Asb7",6.371833329,7.975004178,1.146716838,5.552324736,4.277715325,0.1,1.560026591,13.53954789,5.301823952,2.165161762
"Adamts7",5.475857139,8.690913649,2.716792095,5.552324736,4.277715325,4.063818675,1.560026591,6.819773947,5.301823952,4.230323525
"C330018D20Rik",5.475857139,6.543185237,4.286867352,4.065327081,4.277715325,0.892763735,0.1,9.059698595,5.301823952,4.230323525
"8430419L09Rik",4.579880949,9.40682312,0.623358419,2.08266354,1.144428831,0.892763735,3.020053182,13.53954789,2.700911976,0.1
"AI464131",4.579880949,3.679547354,2.716792095,2.08266354,4.277715325,1.68552747,5.940106364,19.13935952,0.1,6.295485287
"Akap1",1.89195238,4.395456825,1.146716838,6.047990621,2.188857662,2.478291205,3.020053182,16.89943487,5.301823952,4.230323525
"2010315B03Rik",3.683904759,3.679547354,4.810225771,5.552324736,8.45543065,3.27105494,1.560026591,19.13935952,0.1,2.165161762
"Ankrd27",1.89195238,2.247728412,2.193433676,6.543656506,4.277715325,5.649346145,0.1,20.25932184,0.1,2.165161762
"Chil4",0.99597619,0.815909471,1.146716838,0.1,19.94414779,0.1,0.1,0.1,0.1,0.1
"Asxl1",4.579880949,4.395456825,6.903659447,7.534988276,3.233286494,6.442109879,3.020053182,7.939736271,2.700911976,2.165161762
"1110037F02Rik",5.475857139,4.395456825,6.903659447,7.039322391,4.277715325,5.649346145,1.560026591,10.17966092,0.1,0.1
"Arhgap12",4.579880949,4.395456825,7.427017866,4.065327081,2.188857662,3.27105494,1.560026591,11.29962324,2.700911976,0.1
"0610010F05Rik",5.475857139,2.247728412,5.856942609,5.552324736,2.188857662,4.063818675,3.020053182,9.059698595,2.700911976,0.1
"Cipc",5.475857139,3.679547354,4.810225771,5.552324736,4.277715325,8.027637349,1.560026591,9.059698595,2.700911976,0.1
"Camsap2",5.475857139,0.815909471,5.33358419,4.065327081,4.277715325,5.649346145,0.1,10.17966092,2.700911976,0.1
"Ambra1",1.89195238,2.963637883,2.716792095,4.065327081,3.233286494,7.234873614,0.1,10.17966092,0.1,0.1
"Chm",2.78792857,1.531818942,3.763508933,3.569661196,2.188857662,4.063818675,0.1,11.29962324,0.1,0.1
"Abtb2",1.89195238,2.247728412,2.716792095,7.534988276,1.144428831,7.234873614,0.1,11.29962324,0.1,0.1
"Atxn7l1",0.1,2.963637883,3.240150514,5.552324736,3.233286494,4.063818675,0.1,9.059698595,0.1,2.165161762
"BC027231",0.1,4.395456825,2.716792095,7.534988276,3.233286494,2.478291205,0.1,7.939736271,0.1,0.1
"Bmi1",1.89195238,6.543185237,4.810225771,4.065327081,1.144428831,4.063818675,1.560026591,6.819773947,2.700911976,0.1
"Adrbk2",1.89195238,0.815909471,3.763508933,6.047990621,3.233286494,10.40592855,3.020053182,11.29962324,2.700911976,4.230323525
"5830417I10Rik",4.579880949,1.531818942,2.716792095,5.552324736,6.366572987,6.442109879,3.020053182,10.17966092,2.700911976,4.230323525
"Aars2",3.683904759,6.543185237,2.193433676,8.526320047,3.233286494,7.234873614,3.020053182,12.41958557,0.1,4.230323525
"Arhgap30",1.89195238,1.531818942,5.33358419,5.056658851,3.233286494,4.063818675,3.020053182,14.65951022,0.1,4.230323525
"Atp11b",1.89195238,1.531818942,7.427017866,6.047990621,3.233286494,3.27105494,3.020053182,12.41958557,0.1,2.165161762
"Acbd3",1.89195238,7.259094708,7.427017866,5.056658851,5.322144156,5.649346145,3.020053182,13.53954789,2.700911976,2.165161762
"Bcas3",2.78792857,4.395456825,5.856942609,8.526320047,6.366572987,4.063818675,1.560026591,7.939736271,0.1,2.165161762
"2310067B10Rik",1.89195238,5.111366295,2.193433676,9.517651817,4.277715325,5.649346145,0.1,9.059698595,0.1,2.165161762
"Adamtsl4",0.99597619,3.679547354,2.716792095,11.99598124,6.366572987,4.063818675,1.560026591,5.699811622,0.1,2.165161762
"Cbl",3.683904759,3.679547354,3.763508933,12.49164713,7.411001819,7.234873614,0.1,7.939736271,2.700911976,2.165161762
"Cnst",2.78792857,3.679547354,3.240150514,10.0133177,4.277715325,9.613164819,0.1,6.819773947,0.1,0.1
"4632428N05Rik",1.89195238,0.1,7.950376284,8.030654161,6.366572987,8.027637349,1.560026591,11.29962324,0.1,2.165161762
"C330007P06Rik",1.89195238,2.247728412,4.810225771,8.030654161,5.322144156,9.613164819,1.560026591,10.17966092,0.1,0.1
"Bcl2l11",2.78792857,4.395456825,8.997093122,10.50898359,5.322144156,9.613164819,1.560026591,10.17966092,2.700911976,0.1
"Ap4b1",2.78792857,2.963637883,4.286867352,5.552324736,5.322144156,2.478291205,1.560026591,12.41958557,2.700911976,2.165161762
"Asap3",4.579880949,0.815909471,3.763508933,6.047990621,5.322144156,3.27105494,0.1,12.41958557,5.301823952,0.1
"Atg14",3.683904759,2.247728412,3.240150514,5.056658851,5.322144156,0.892763735,3.020053182,10.17966092,5.301823952,2.165161762
"Ago1",4.579880949,0.815909471,2.193433676,6.543656506,4.277715325,0.892763735,3.020053182,10.17966092,2.700911976,0.1
"Cenpl",1.89195238,2.247728412,5.33358419,8.030654161,7.411001819,6.442109879,1.560026591,10.17966092,2.700911976,0.1
"5730455P16Rik",3.683904759,2.247728412,6.380301028,8.030654161,8.45543065,3.27105494,1.560026591,9.059698595,2.700911976,0.1
"2610002M06Rik",0.99597619,0.1,4.286867352,8.526320047,5.322144156,2.478291205,3.020053182,7.939736271,2.700911976,0.1
"Arhgap26",0.1,3.679547354,3.240150514,5.056658851,5.322144156,4.063818675,3.020053182,6.819773947,0.1,2.165161762
"Anln",0.1,3.679547354,4.286867352,2.578329425,5.322144156,4.85658241,1.560026591,9.059698595,0.1,0.1
"Bcor",0.99597619,3.679547354,3.763508933,4.560992966,5.322144156,0.892763735,1.560026591,6.819773947,2.700911976,2.165161762
"Asb3",0.1,0.815909471,4.286867352,2.578329425,6.366572987,2.478291205,3.020053182,5.699811622,2.700911976,2.165161762
"Atrnl1",2.78792857,2.247728412,3.240150514,4.560992966,7.411001819,1.68552747,0.1,9.059698595,2.700911976,0.1
"Chst3",1.89195238,1.531818942,3.240150514,3.569661196,8.45543065,1.68552747,1.560026591,7.939736271,0.1,2.165161762
"Abl2",0.99597619,2.963637883,6.903659447,5.056658851,6.366572987,0.892763735,0.1,9.059698595,2.700911976,0.1
"4921511C10Rik",0.1,0.1,2.193433676,3.569661196,9.499859481,5.649346145,1.560026591,11.29962324,0.1,0.1
"Brap",3.683904759,5.111366295,4.286867352,4.065327081,3.233286494,7.234873614,11.78021273,6.819773947,2.700911976,6.295485287
"Aatf",3.683904759,4.395456825,4.810225771,4.065327081,0.1,4.85658241,7.400132954,6.819773947,2.700911976,4.230323525
"Alkbh7",6.371833329,5.111366295,2.193433676,4.065327081,2.188857662,4.85658241,10.32018614,5.699811622,2.700911976,4.230323525
"Adck1",7.267809519,5.111366295,0.623358419,4.065327081,3.233286494,4.063818675,7.400132954,6.819773947,2.700911976,2.165161762
"Aamdc",3.683904759,2.963637883,2.716792095,4.065327081,7.411001819,5.649346145,8.860159545,10.17966092,5.301823952,2.165161762
"Atg2a",5.475857139,2.247728412,4.286867352,6.543656506,4.277715325,4.85658241,7.400132954,10.17966092,0.1,2.165161762
"Cenpo",4.579880949,3.679547354,4.810225771,4.560992966,4.277715325,5.649346145,5.940106364,3.459886973,0.1,4.230323525
"Bms1",2.78792857,1.531818942,4.286867352,5.056658851,4.277715325,5.649346145,5.940106364,5.699811622,0.1,2.165161762
"A830082N09Rik",4.579880949,2.963637883,1.670075257,2.578329425,5.322144156,5.649346145,4.480079773,4.579849298,0.1,2.165161762
"Chd8",0.99597619,0.1,1.670075257,5.056658851,4.277715325,8.027637349,7.400132954,5.699811622,0.1,4.230323525
"2410006H16Rik",4.579880949,0.1,5.33358419,3.073995311,8.45543065,5.649346145,7.400132954,5.699811622,5.301823952,4.230323525
"AI506816",4.579880949,0.1,6.380301028,2.578329425,5.322144156,4.063818675,7.400132954,5.699811622,2.700911976,0.1
"Arfgef2",1.89195238,5.111366295,4.810225771,4.560992966,3.233286494,5.649346145,3.020053182,9.059698595,2.700911976,2.165161762
"Ap4e1",2.78792857,5.827275766,3.240150514,3.569661196,2.188857662,7.234873614,0.1,9.059698595,2.700911976,2.165161762
"Chaf1a",3.683904759,4.395456825,2.716792095,2.08266354,2.188857662,7.234873614,3.020053182,9.059698595,0.1,2.165161762
"A430107P09Rik",2.78792857,5.111366295,3.763508933,2.578329425,3.233286494,8.820401084,0.1,5.699811622,5.301823952,2.165161762
"AI314180",6.371833329,1.531818942,2.193433676,2.08266354,1.144428831,6.442109879,1.560026591,11.29962324,2.700911976,6.295485287
"Cenpt",2.78792857,0.815909471,4.286867352,3.073995311,7.411001819,4.063818675,1.560026591,2.339924649,0.1,4.230323525
"Aqp7",1.89195238,0.815909471,3.763508933,3.569661196,7.411001819,1.68552747,1.560026591,1.219962324,0.1,4.230323525
"Cep290",4.579880949,0.815909471,3.763508933,5.056658851,5.322144156,2.478291205,1.560026591,0.1,0.1,4.230323525
"Atxn1l",2.78792857,0.815909471,2.716792095,7.534988276,6.366572987,0.892763735,0.1,3.459886973,0.1,4.230323525
"1700094D03Rik",2.78792857,0.1,2.716792095,4.065327081,9.499859481,0.892763735,4.480079773,1.219962324,0.1,4.230323525
"C1qtnf6",2.78792857,0.815909471,2.193433676,5.056658851,7.411001819,3.27105494,4.480079773,2.339924649,0.1,0.1
"6430548M08Rik",0.1,0.815909471,4.810225771,6.047990621,8.45543065,4.063818675,0.1,3.459886973,0.1,0.1
"Camk4",0.99597619,0.815909471,5.33358419,4.065327081,7.411001819,1.68552747,0.1,3.459886973,0.1,2.165161762
"Cacna1c",0.1,0.815909471,5.33358419,5.056658851,6.366572987,4.85658241,0.1,2.339924649,0.1,4.230323525
"Airn",0.99597619,0.815909471,1.146716838,4.560992966,6.366572987,4.063818675,1.560026591,3.459886973,2.700911976,2.165161762
"Cd22",0.99597619,2.247728412,0.623358419,3.073995311,7.411001819,4.063818675,1.560026591,3.459886973,0.1,2.165161762
"Cep83os",0.99597619,2.247728412,1.670075257,5.552324736,7.411001819,2.478291205,0.1,5.699811622,0.1,0.1
"Abca7",2.78792857,2.247728412,2.193433676,3.073995311,9.499859481,8.027637349,0.1,3.459886973,2.700911976,4.230323525
"4931428F04Rik",1.89195238,1.531818942,1.670075257,3.073995311,10.54428831,5.649346145,0.1,4.579849298,0.1,2.165161762
"Cdnf",2.78792857,0.815909471,2.193433676,2.578329425,13.67757481,4.063818675,0.1,1.219962324,2.700911976,4.230323525
"Arid3b",2.78792857,1.531818942,4.810225771,6.047990621,8.45543065,4.85658241,0.1,0.1,2.700911976,4.230323525
"Actn1",0.99597619,0.1,3.240150514,6.047990621,7.411001819,4.063818675,0.1,2.339924649,2.700911976,4.230323525
"Ccdc17",0.1,0.815909471,5.33358419,4.065327081,8.45543065,3.27105494,0.1,0.1,2.700911976,6.295485287
"Alox12",3.683904759,2.247728412,1.146716838,2.08266354,9.499859481,2.478291205,1.560026591,4.579849298,5.301823952,2.165161762
"Ap1s3",3.683904759,3.679547354,2.716792095,2.08266354,6.366572987,2.478291205,0.1,4.579849298,5.301823952,2.165161762
"Cog3",3.683904759,2.247728412,4.810225771,2.578329425,9.499859481,1.68552747,0.1,3.459886973,0.1,0.1
"1700034H15Rik",1.89195238,3.679547354,2.193433676,0.595665885,8.45543065,4.063818675,0.1,1.219962324,2.700911976,0.1
"Amph",0.1,0.1,3.763508933,9.021985932,6.366572987,8.820401084,0.1,0.1,0.1,0.1
"Cass4",0.1,0.1,6.903659447,8.030654161,5.322144156,7.234873614,0.1,0.1,0.1,0.1
"B430010I23Rik",0.99597619,3.679547354,6.380301028,8.526320047,6.366572987,7.234873614,0.1,0.1,0.1,0.1
"Arhgap22",2.78792857,0.1,6.903659447,10.50898359,7.411001819,9.613164819,0.1,0.1,0.1,0.1
"Bmp5",0.1,0.1,5.856942609,10.0133177,9.499859481,8.027637349,0.1,3.459886973,0.1,0.1
"Cd40",0.1,1.531818942,9.520451541,8.526320047,8.45543065,7.234873614,0.1,1.219962324,0.1,0.1
"6330403K07Rik",0.1,1.531818942,9.520451541,5.056658851,9.499859481,8.820401084,0.1,0.1,0.1,0.1
"Chrnb4",0.99597619,0.815909471,4.810225771,7.534988276,12.63314597,11.19869229,1.560026591,1.219962324,2.700911976,0.1
"Atp6v0a1",4.579880949,2.963637883,3.763508933,9.021985932,10.54428831,11.99145602,0.1,0.1,0.1,0.1
"Arsa",3.683904759,0.815909471,3.763508933,4.560992966,12.63314597,8.820401084,0.1,2.339924649,0.1,0.1
"8430427H17Rik",3.683904759,0.1,4.810225771,4.560992966,8.45543065,10.40592855,0.1,1.219962324,0.1,0.1
"Ankrd50",1.89195238,2.963637883,5.33358419,5.056658851,9.499859481,8.820401084,3.020053182,3.459886973,0.1,2.165161762
"Ccdc157",2.78792857,4.395456825,2.716792095,3.073995311,9.499859481,7.234873614,1.560026591,2.339924649,0.1,2.165161762
"Arl4d",0.1,2.247728412,2.716792095,5.056658851,7.411001819,9.613164819,1.560026591,1.219962324,0.1,0.1
"2610008E11Rik",3.683904759,2.247728412,4.810225771,5.552324736,5.322144156,6.442109879,1.560026591,2.339924649,0.1,0.1
"4933407K13Rik",1.89195238,0.815909471,4.286867352,5.056658851,7.411001819,7.234873614,0.1,2.339924649,0.1,0.1
"0610039K10Rik",2.78792857,2.963637883,6.380301028,1.586997655,4.277715325,11.19869229,0.1,1.219962324,0.1,2.165161762
"Camta2",0.1,2.247728412,1.146716838,2.08266354,5.322144156,11.99145602,1.560026591,3.459886973,2.700911976,6.295485287
"Cd55",4.579880949,0.815909471,5.856942609,6.047990621,11.58871714,6.442109879,4.480079773,4.579849298,0.1,4.230323525
"Adrbk1",1.89195238,2.963637883,5.33358419,6.047990621,13.67757481,5.649346145,4.480079773,5.699811622,0.1,2.165161762
"Champ1",4.579880949,2.247728412,4.286867352,7.534988276,12.63314597,6.442109879,0.1,5.699811622,0.1,0.1
"9230114K14Rik",4.579880949,2.963637883,4.810225771,6.543656506,10.54428831,6.442109879,0.1,4.579849298,2.700911976,4.230323525
"9330020H09Rik",3.683904759,2.247728412,5.33358419,2.578329425,9.499859481,4.063818675,0.1,6.819773947,2.700911976,4.230323525
"Ascc2",4.579880949,2.247728412,4.286867352,6.543656506,12.63314597,4.063818675,1.560026591,7.939736271,0.1,6.295485287
"Brpf1",5.475857139,3.679547354,4.810225771,2.08266354,10.54428831,8.027637349,5.940106364,4.579849298,5.301823952,0.1
"C230091D08Rik",1.89195238,2.963637883,4.286867352,1.09133177,12.63314597,6.442109879,3.020053182,4.579849298,5.301823952,0.1
"Cdc40",1.89195238,3.679547354,2.716792095,3.569661196,8.45543065,7.234873614,3.020053182,6.819773947,5.301823952,2.165161762
"Ccdc125",1.89195238,2.247728412,5.33358419,4.065327081,11.58871714,4.063818675,8.860159545,4.579849298,5.301823952,2.165161762
"Ccdc166",2.78792857,2.247728412,2.193433676,5.552324736,10.54428831,4.063818675,5.940106364,4.579849298,2.700911976,2.165161762
"Bin1",1.89195238,4.395456825,7.950376284,4.560992966,9.499859481,8.820401084,3.020053182,6.819773947,2.700911976,4.230323525
"Aida",0.99597619,4.395456825,6.903659447,5.056658851,8.45543065,10.40592855,3.020053182,7.939736271,2.700911976,0.1
"4930562F07Rik",0.1,1.531818942,12.13724364,7.534988276,10.54428831,8.027637349,4.480079773,5.699811622,0.1,0.1
"Cep170",0.1,2.963637883,10.56716838,5.552324736,7.411001819,4.85658241,3.020053182,6.819773947,0.1,2.165161762
"2410089E03Rik",0.1,3.679547354,3.763508933,5.552324736,4.277715325,6.442109879,0.1,0.1,5.301823952,2.165161762
"1700007J10Rik",1.89195238,2.247728412,4.286867352,5.056658851,4.277715325,4.85658241,0.1,1.219962324,5.301823952,2.165161762
"4930451C15Rik",1.89195238,1.531818942,5.33358419,7.534988276,6.366572987,6.442109879,0.1,2.339924649,5.301823952,4.230323525
"BC029722",2.78792857,1.531818942,7.950376284,5.552324736,6.366572987,4.85658241,1.560026591,1.219962324,2.700911976,2.165161762
"AI467606",1.89195238,0.815909471,6.380301028,5.056658851,5.322144156,4.063818675,0.1,1.219962324,2.700911976,2.165161762
"Agps",2.78792857,2.247728412,6.903659447,5.056658851,5.322144156,5.649346145,0.1,2.339924649,5.301823952,0.1
"Aldh18a1",2.78792857,4.395456825,5.33358419,4.560992966,5.322144156,5.649346145,0.1,3.459886973,2.700911976,2.165161762
"Arhgef11",3.683904759,2.963637883,4.810225771,4.065327081,6.366572987,5.649346145,0.1,4.579849298,2.700911976,0.1
"Abca2",4.579880949,4.395456825,4.810225771,6.047990621,3.233286494,4.063818675,1.560026591,4.579849298,2.700911976,0.1
"Cep63",5.475857139,4.395456825,4.286867352,4.065327081,5.322144156,3.27105494,0.1,1.219962324,5.301823952,0.1
"B4galt7",2.78792857,3.679547354,3.240150514,5.552324736,5.322144156,4.063818675,1.560026591,3.459886973,2.700911976,2.165161762
"Ccdc126",2.78792857,2.247728412,2.193433676,7.039322391,4.277715325,1.68552747,0.1,3.459886973,2.700911976,2.165161762
"Adcy9",1.89195238,2.963637883,4.286867352,9.517651817,7.411001819,3.27105494,0.1,3.459886973,2.700911976,0.1
"4930503L19Rik",3.683904759,2.963637883,2.193433676,7.534988276,4.277715325,8.027637349,0.1,5.699811622,0.1,2.165161762
"AI597479",2.78792857,2.963637883,1.670075257,7.534988276,4.277715325,5.649346145,0.1,3.459886973,0.1,0.1
"Acap3",1.89195238,2.963637883,6.380301028,4.065327081,6.366572987,4.063818675,1.560026591,1.219962324,0.1,0.1
"Aff1",1.89195238,2.247728412,4.810225771,4.560992966,6.366572987,2.478291205,3.020053182,1.219962324,0.1,0.1
"Apbb3",3.683904759,2.247728412,4.286867352,4.560992966,5.322144156,2.478291205,1.560026591,2.339924649,0.1,0.1
"AI450353",3.683904759,0.815909471,7.950376284,4.065327081,4.277715325,4.063818675,3.020053182,0.1,0.1,2.165161762
"Ankrd29",0.99597619,1.531818942,5.856942609,3.073995311,3.233286494,3.27105494,3.020053182,0.1,0.1,0.1
"Camta1",1.89195238,1.531818942,5.856942609,5.552324736,4.277715325,1.68552747,4.480079773,2.339924649,0.1,2.165161762
"Arhgef6",0.99597619,0.815909471,6.380301028,6.543656506,4.277715325,0.892763735,3.020053182,3.459886973,0.1,2.165161762
"Aplf",0.99597619,1.531818942,6.380301028,5.552324736,3.233286494,0.892763735,0.1,2.339924649,2.700911976,0.1
"Art3",0.99597619,0.1,7.427017866,5.056658851,4.277715325,1.68552747,0.1,0.1,0.1,0.1
"Adamtsl5",0.1,0.1,5.33358419,8.030654161,4.277715325,3.27105494,0.1,0.1,2.700911976,0.1
"A930016O22Rik",3.683904759,0.815909471,6.380301028,7.039322391,2.188857662,3.27105494,0.1,0.1,0.1,0.1
"Adcy3",3.683904759,0.815909471,8.473734703,6.543656506,6.366572987,5.649346145,0.1,1.219962324,0.1,0.1
"9930012K11Rik",1.89195238,0.1,10.56716838,5.552324736,4.277715325,5.649346145,0.1,1.219962324,0.1,0.1
"Agfg1",0.99597619,1.531818942,7.950376284,6.047990621,3.233286494,6.442109879,3.020053182,3.459886973,0.1,0.1
"Cdh4",0.99597619,0.815909471,6.380301028,5.056658851,3.233286494,4.85658241,1.560026591,2.339924649,0.1,0.1
"Camk1g",0.1,0.815909471,5.856942609,6.543656506,5.322144156,4.85658241,0.1,0.1,0.1,0.1
"Acoxl",0.99597619,0.1,4.286867352,6.047990621,4.277715325,4.85658241,0.1,0.1,0.1,0.1
"Adam33",0.1,0.1,4.286867352,6.543656506,4.277715325,7.234873614,1.560026591,0.1,0.1,0.1
"Arhgap28",0.1,2.247728412,5.856942609,6.543656506,1.144428831,7.234873614,0.1,0.1,0.1,0.1
"Adprm",0.99597619,0.1,5.33358419,4.065327081,3.233286494,0.892763735,0.1,3.459886973,0.1,0.1
"Cblb",0.1,1.531818942,4.286867352,4.560992966,1.144428831,1.68552747,0.1,3.459886973,0.1,0.1
"2210018M11Rik",1.89195238,0.815909471,3.240150514,5.552324736,3.233286494,3.27105494,0.1,4.579849298,0.1,0.1
"Ago2",4.579880949,0.815909471,4.286867352,3.569661196,4.277715325,2.478291205,0.1,5.699811622,0.1,2.165161762
"Asrgl1",3.683904759,1.531818942,3.240150514,3.569661196,1.144428831,2.478291205,1.560026591,6.819773947,0.1,2.165161762
"Ap5m1",0.99597619,1.531818942,5.33358419,3.073995311,0.1,3.27105494,3.020053182,5.699811622,0.1,0.1
"1110012L19Rik",1.89195238,2.247728412,5.33358419,2.578329425,0.1,3.27105494,1.560026591,3.459886973,0.1,2.165161762
"Cntln",1.89195238,1.531818942,7.950376284,2.578329425,0.1,0.892763735,1.560026591,3.459886973,0.1,0.1
"Bach1",0.99597619,1.531818942,8.997093122,5.552324736,3.233286494,2.478291205,0.1,7.939736271,0.1,4.230323525
"Cdk2ap1",2.78792857,1.531818942,8.473734703,5.056658851,4.277715325,1.68552747,0.1,6.819773947,0.1,0.1
"6430550D23Rik",0.99597619,1.531818942,8.473734703,4.065327081,3.233286494,0.1,3.020053182,4.579849298,0.1,4.230323525
"Bbs4",0.1,0.1,7.427017866,2.08266354,2.188857662,2.478291205,0.1,4.579849298,0.1,4.230323525
"Anapc10",5.475857139,0.815909471,7.950376284,6.543656506,6.366572987,3.27105494,5.940106364,3.459886973,0.1,2.165161762
"Amer1",5.475857139,2.247728412,7.950376284,5.552324736,3.233286494,4.063818675,5.940106364,2.339924649,2.700911976,2.165161762
"Acvr2a",2.78792857,1.531818942,8.997093122,5.056658851,5.322144156,6.442109879,5.940106364,4.579849298,0.1,4.230323525
"2510039O18Rik",2.78792857,0.815909471,7.427017866,4.065327081,7.411001819,1.68552747,5.940106364,1.219962324,2.700911976,2.165161762
"Baz1a",1.89195238,2.247728412,8.997093122,2.08266354,5.322144156,2.478291205,5.940106364,2.339924649,2.700911976,2.165161762
"Ccdc66",2.78792857,2.247728412,8.473734703,7.039322391,2.188857662,3.27105494,5.940106364,1.219962324,0.1,0.1
"Ccnj",0.99597619,0.1,13.70731889,6.047990621,3.233286494,4.85658241,3.020053182,2.339924649,2.700911976,2.165161762
"Ccdc88a",0.1,0.1,9.520451541,7.534988276,4.277715325,4.063818675,3.020053182,2.339924649,2.700911976,2.165161762
"Abi3bp",0.1,0.815909471,13.18396047,6.047990621,5.322144156,1.68552747,1.560026591,0.1,0.1,0.1
"6030408B16Rik",1.89195238,2.247728412,12.13724364,4.065327081,6.366572987,5.649346145,5.940106364,2.339924649,0.1,0.1
"Atxn2l",0.1,2.963637883,11.61388522,2.08266354,5.322144156,2.478291205,4.480079773,2.339924649,2.700911976,0.1
"Cdkn2c",0.1,1.531818942,11.61388522,8.526320047,2.188857662,4.85658241,1.560026591,0.1,0.1,0.1
"Ckm",0.1,0.1,10.04380996,7.039322391,1.144428831,4.85658241,0.1,0.1,0.1,0.1
"Capn6",0.99597619,1.531818942,12.13724364,7.039322391,1.144428831,8.027637349,0.1,3.459886973,0.1,0.1
